userId,movieId,rating
8,3917,4.0
473,356,4.0
580,2745,4.0
90,230,3.5
38,3981,3.5
532,2231,1.5
653,3365,5.0
349,1377,2.0
524,5489,3.0
202,1432,2.0
526,27879,5.0
695,3793,4.5
308,902,4.0
51,3868,3.0
15,8984,3.5
438,6482,1.5
438,7017,3.0
146,1569,3.5
168,1676,1.0
202,194,3.0
223,3098,4.0
439,3766,2.0
685,353,4.0
183,587,3.0
183,6934,4.0
128,588,4.0
157,2566,1.0
455,2476,4.0
438,7184,4.0
56,5643,4.0
513,86190,3.0
89,48,3.0
188,6684,2.5
549,3148,5.0
663,68954,4.0
643,4370,2.0
643,40815,4.0
514,852,4.0
526,1876,2.0
685,27772,4.0
39,2355,4.0
575,2396,5.0
360,589,5.0
564,1993,3.0
568,2012,2.0
655,6874,2.5
78,1270,3.5
143,5577,2.5
680,48385,4.0
397,110,3.5
215,1222,3.0
438,6448,4.0
8,33794,4.0
260,509,3.0
438,5300,3.5
695,173,3.0
512,3699,3.0
422,1132,3.0
129,497,5.0
349,7164,3.5
202,2322,2.0
712,3386,3.0
717,1345,4.0
612,2353,4.0
440,1617,3.0
13,2427,1.0
438,3189,4.0
215,3908,1.0
685,1556,3.0
583,1735,4.0
125,1057,4.0
200,150,3.5
544,589,4.0
359,906,4.0
186,1892,4.0
604,1320,4.0
699,157,5.0
315,2598,1.0
98,3986,1.0
31,2762,4.0
8,253,4.0
599,2162,2.5
691,165,4.0
718,1270,4.5
455,303,5.0
438,3489,3.0
506,3507,4.0
679,553,5.0
544,4016,4.0
712,1944,4.0
330,53464,4.5
293,1721,5.0
199,377,5.0
685,1388,2.0
349,7900,3.0
366,1275,3.0
194,377,4.0
233,590,3.0
697,1029,1.0
109,2109,3.5
227,47,4.5
583,282,3.5
524,2404,0.5
275,6162,4.0
107,272,3.0
57,1566,2.5
509,2420,3.5
142,9,3.0
653,8907,2.5
57,3039,3.5
558,1292,4.0
663,1221,5.0
38,1500,5.0
54,1772,4.0
107,223,4.0
94,356,5.0
508,2046,3.0
187,4874,4.0
275,1674,4.0
456,1954,4.5
224,86,3.0
449,7438,4.0
379,153,3.0
474,1243,4.0
8,3740,3.0
350,3948,4.0
191,999,4.0
342,597,3.0
187,5878,4.5
143,3257,1.0
207,3980,3.5
19,2648,5.0
375,378,3.0
178,527,5.0
190,16,4.0
453,318,4.0
551,1197,5.0
458,594,5.0
607,382,3.0
604,4207,2.0
615,2553,5.0
329,3006,4.0
270,541,4.0
598,106782,3.5
235,110,3.0
655,1086,3.5
380,3256,3.0
6,59784,4.0
83,33794,5.0
526,44974,4.0
686,30793,3.0
64,508,4.0
62,845,5.0
438,1840,4.0
678,1589,3.5
695,2,3.5
456,1562,1.0
662,1658,1.0
202,190,2.0
131,7153,4.5
349,27731,4.0
526,69784,4.0
686,165,3.5
290,234,3.0
24,56367,3.5
583,5135,4.0
240,542,3.0
469,1094,4.0
414,337,4.0
312,2188,2.0
204,3,3.0
308,1136,4.0
151,204,4.0
458,6166,2.5
200,10,4.5
148,784,3.0
427,1201,5.0
513,1094,4.5
244,3578,4.5
651,3365,3.0
195,2019,4.5
596,2762,3.5
143,2424,1.5
264,5349,3.5
274,786,3.0
693,2012,0.5
596,349,3.5
227,6764,4.0
259,135,3.0
200,2278,4.0
580,2100,4.0
239,799,3.0
589,60069,3.5
495,1748,4.5
692,231,2.0
586,4741,5.0
187,5420,3.0
482,2,3.0
616,4816,3.0
46,260,4.0
401,1961,5.0
506,112,5.0
247,1,5.0
81,56174,4.0
455,1061,4.0
349,959,3.5
143,1748,3.0
262,3639,4.0
595,2640,4.0
583,2641,3.0
278,2021,1.0
494,736,5.0
431,628,4.5
636,4878,4.5
473,339,3.0
222,4638,1.5
293,1730,4.0
103,837,3.0
346,48385,2.5
246,930,4.0
284,79702,3.5
323,1270,3.0
459,346,3.5
643,337,4.0
438,5158,3.5
526,4341,3.5
112,112421,4.0
38,4720,3.0
143,899,4.5
613,2396,5.0
342,2628,2.5
130,1228,5.0
643,2542,4.0
538,58998,3.0
421,2138,3.0
373,356,5.0
464,588,4.0
222,1089,4.5
691,1,4.0
681,315,2.0
26,1912,4.0
540,593,4.0
269,1214,4.5
455,1376,4.0
130,2805,3.0
447,8132,3.5
231,3717,4.0
575,32,4.0
185,1305,3.5
297,3083,5.0
589,33154,2.5
506,3418,3.0
232,1390,4.0
599,2021,3.5
202,1220,3.0
517,3176,5.0
149,437,3.0
349,1104,4.0
495,5218,2.0
544,4489,3.0
186,1518,5.0
671,54286,4.0
582,586,5.0
583,3255,3.5
671,1299,3.5
202,438,2.0
604,4310,1.0
711,1206,3.5
382,590,5.0
679,593,4.0
596,5989,3.5
438,1171,3.5
138,349,5.0
143,4084,3.5
428,852,2.0
159,108727,3.5
631,1090,3.5
280,318,5.0
30,3543,3.0
183,10,3.0
649,1566,4.0
143,60126,4.0
223,1256,4.0
236,1884,5.0
4,435,2.0
100,1753,3.0
438,25777,4.0
707,1580,3.0
620,1379,4.0
131,34332,2.0
352,6155,1.5
414,474,4.0
449,2139,2.5
163,60069,4.0
697,1344,4.0
236,223,4.5
186,667,3.0
37,4014,4.0
6,1247,4.5
51,32914,5.0
100,1517,4.0
181,39,4.0
685,2460,3.0
347,4886,3.5
415,305,4.0
364,72998,3.5
262,2502,4.0
690,589,5.0
264,4886,3.0
653,337,4.0
404,4333,2.5
686,1704,3.5
423,733,5.0
10,851,2.0
591,2555,2.0
350,520,4.0
329,70,4.0
567,1917,4.5
438,5864,2.0
243,1203,5.0
583,5364,3.5
538,68205,3.0
616,6012,2.0
264,1196,4.5
239,135,2.0
677,79588,5.0
596,8636,3.5
11,2100,3.0
468,849,1.0
336,1263,5.0
469,1259,3.0
57,1073,3.0
438,6796,4.0
238,1221,5.0
671,7022,3.5
269,56801,5.0
227,7147,2.5
655,1288,3.5
270,5481,4.5
9,235,4.0
438,3431,2.0
404,2355,3.0
360,2973,4.0
258,1876,2.5
509,2918,5.0
222,2474,2.5
183,2724,1.0
602,720,4.5
456,31,5.0
672,105,3.0
165,1080,5.0
685,457,1.5
530,177,2.0
616,6774,4.5
712,2037,3.0
143,84189,0.5
438,5193,3.0
438,2109,3.0
143,7318,3.0
540,4661,4.0
345,288,3.0
554,1797,3.0
59,7361,3.0
346,5980,4.5
694,1275,4.5
695,3114,4.5
184,2683,2.0
232,1917,3.0
537,8376,4.0
168,2453,4.0
693,8360,3.0
265,762,0.5
547,2918,4.0
670,110,4.0
116,32,3.5
244,35836,3.5
5,5642,4.0
555,36,4.5
438,3889,2.5
290,1042,5.0
600,6480,3.0
440,1097,4.0
107,368,3.0
143,1387,5.0
438,5826,3.5
54,2688,4.0
655,3911,3.5
707,2407,3.5
690,537,3.0
143,4056,4.5
548,1009,3.0
5,4205,3.0
49,8957,2.0
190,2797,3.0
619,47,5.0
140,3471,3.0
585,1667,2.0
655,306,3.0
583,5992,4.0
43,98154,4.0
702,3734,3.0
284,593,3.0
495,3864,4.0
220,2243,5.0
366,553,4.0
591,3471,3.5
11,1407,3.0
109,1242,5.0
232,1276,5.0
40,2746,1.0
374,529,3.0
455,1961,5.0
37,3265,4.0
342,8665,3.5
281,1029,4.0
648,47,5.0
349,48741,4.0
539,2987,5.0
418,364,3.0
396,6,4.0
678,1682,4.5
163,6920,4.0
455,2639,5.0
167,59018,3.0
583,1717,3.5
495,1206,5.0
31,3435,4.5
495,1198,4.5
500,720,4.5
526,4235,4.5
438,5883,2.0
526,3418,3.5
386,104374,5.0
260,50,5.0
57,1288,3.5
469,1375,4.0
556,4881,3.0
368,60756,4.5
492,176,4.0
46,5650,3.0
598,4816,4.0
615,595,5.0
258,3552,4.0
8,60074,3.0
349,6104,4.0
589,91104,0.5
284,2716,4.0
46,81,2.5
513,1240,1.5
185,2165,2.5
623,914,5.0
540,1892,3.0
718,33615,4.0
438,3763,4.0
438,3579,3.0
464,318,5.0
349,7171,3.0
506,1584,5.0
349,5690,4.5
142,2762,4.0
186,719,4.0
159,3578,2.5
85,1591,5.0
272,3702,4.0
24,27878,4.0
37,5833,3.0
185,52579,2.0
555,2908,4.5
183,2712,2.0
615,2529,4.0
616,1270,4.0
321,8529,2.5
5,1936,5.0
583,3071,4.0
159,2700,3.5
411,1468,3.0
438,3707,3.0
655,1203,4.0
711,661,3.5
556,1230,5.0
342,4963,4.0
513,59369,3.5
211,1213,3.0
185,4231,3.0
91,6502,4.5
405,5903,5.0
539,1220,5.0
56,3949,4.5
644,48394,1.5
349,2788,3.5
705,520,3.0
664,3481,4.0
349,906,5.0
580,2240,4.0
546,3196,4.0
143,52281,2.5
320,1935,5.0
430,6373,4.0
481,838,4.0
717,2078,5.0
665,590,3.0
188,2944,4.0
168,2396,5.0
255,1304,4.5
555,3624,4.0
293,780,3.0
111,3996,4.5
143,1389,1.0
566,3300,3.0
591,2478,2.0
623,1125,4.5
262,2353,3.0
223,2428,4.0
526,3007,5.0
438,2893,3.0
695,59731,4.5
200,1240,4.0
289,593,2.0
269,1968,5.0
671,1245,4.5
583,1441,3.5
665,597,4.0
534,6539,4.0
125,1441,5.0
453,4643,4.0
49,2881,4.0
438,1084,5.0
38,6662,4.0
220,2858,5.0
697,440,3.0
232,3614,4.0
312,2392,5.0
697,4995,3.5
495,1204,5.0
110,1231,4.0
420,265,3.0
38,1200,4.5
74,26555,4.5
437,8529,3.0
495,1591,1.0
450,1961,4.0
176,410,2.0
163,60040,2.0
575,1244,4.0
555,1259,4.5
325,4027,5.0
182,225,3.0
70,2150,4.0
333,788,2.0
714,1041,2.0
580,282,3.0
145,3006,4.0
616,2167,4.0
449,59315,4.5
700,348,5.0
71,260,4.0
351,733,4.0
278,1247,4.0
544,881,3.0
599,33004,3.5
526,5312,4.0
201,1214,4.0
406,4734,3.5
168,1212,5.0
438,3519,3.0
580,3702,5.0
5,4025,3.0
610,5952,4.5
74,480,3.5
400,1033,5.0
379,50,5.0
346,81845,4.0
697,32598,4.0
453,6377,3.5
598,903,4.0
349,4571,4.5
205,103335,4.0
442,72998,1.5
51,6385,5.0
185,6593,3.0
685,4306,5.0
415,173,2.0
349,4976,3.0
432,1250,3.5
344,1220,5.0
556,3948,1.0
35,49272,2.0
494,940,5.0
438,6905,3.5
146,360,3.0
8,110,3.0
291,81591,4.5
146,3831,4.0
163,4902,3.5
398,196,2.5
38,480,3.5
604,41569,4.0
438,6260,3.0
438,1944,5.0
538,4993,3.5
598,553,4.0
422,1111,4.5
103,694,3.0
558,86377,4.5
195,2985,4.0
438,1545,5.0
130,1028,3.0
259,1250,4.0
455,339,5.0
455,2916,3.0
649,7228,2.5
247,1517,5.0
349,2420,4.0
438,627,3.0
697,2085,2.0
672,1408,2.5
76,58559,4.5
248,1089,4.5
695,1127,4.0
653,3039,4.0
323,4246,3.0
231,1923,2.0
262,3999,3.0
262,2948,3.5
586,5945,4.0
15,8636,3.5
377,2762,4.0
373,2688,5.0
349,7980,3.5
231,3977,1.5
712,1999,3.0
372,145,3.5
549,2359,5.0
51,986,5.0
6,79695,1.0
572,3039,3.5
455,454,4.0
227,4719,4.0
428,1513,3.0
530,457,5.0
38,3917,5.0
98,7502,5.0
591,2053,2.0
718,2085,4.0
308,2857,4.0
409,3114,4.0
468,2759,2.0
74,954,4.0
534,1079,3.5
81,1,3.5
350,8983,4.0
438,6030,3.0
711,1183,4.5
176,6944,2.0
143,7090,2.5
238,58047,5.0
99,4371,3.0
526,3809,3.0
178,1372,3.0
163,1260,4.0
131,2571,5.0
329,2396,3.0
526,2580,4.5
655,50872,4.0
291,5970,3.5
349,830,2.0
293,1799,4.0
323,2628,4.0
399,648,4.0
211,1222,3.0
653,3044,4.0
45,4979,3.0
289,4022,4.5
176,1259,3.0
57,6957,2.0
387,39,3.0
524,5679,4.0
455,3359,5.0
254,1589,4.0
572,1597,4.0
670,380,4.0
616,2575,2.0
323,1271,4.0
490,1356,3.0
349,7297,3.5
245,954,4.5
699,442,2.0
623,3210,3.5
385,4973,5.0
26,648,4.0
163,5621,1.0
513,78019,3.0
119,4709,5.0
523,1215,3.0
349,1732,3.5
438,185,4.0
57,1220,3.5
349,4720,3.5
580,902,3.0
243,1245,4.5
596,4007,4.0
119,2804,5.0
544,2987,4.0
537,8644,2.5
327,30749,5.0
73,605,5.0
471,1641,2.0
195,4993,5.0
139,3911,0.5
400,87876,5.0
125,1287,5.0
157,551,5.0
28,1093,4.0
438,2392,2.0
355,349,4.0
599,6333,2.5
349,4327,3.5
495,2423,2.5
168,2328,4.0
718,46970,5.0
438,2182,3.5
526,110611,3.5
366,1476,4.0
48,3360,3.0
212,555,3.0
231,33794,3.5
236,5952,4.5
157,1274,4.0
438,18,4.0
228,364,4.0
143,377,4.5
377,7566,4.5
372,1584,4.0
110,832,3.0
450,6936,4.0
708,3147,5.0
506,1250,5.0
195,1301,3.5
90,5329,3.0
543,2692,4.0
455,3740,5.0
529,6288,4.5
143,59256,2.5
291,315,1.5
349,2012,3.0
102,924,0.5
686,318,5.0
693,33166,4.0
476,828,3.0
14,153,3.0
534,8961,1.5
663,49272,4.0
598,109742,5.0
175,31424,1.0
143,2827,0.5
51,88129,3.0
485,1270,4.0
107,529,3.0
572,88235,4.5
712,121,3.0
257,551,3.0
167,73321,3.0
535,3355,4.0
472,3623,3.0
143,54001,3.5
580,1358,4.0
616,1556,0.5
502,97188,5.0
372,1748,4.0
395,72733,4.0
57,56782,4.5
57,5954,4.0
64,1653,4.0
526,33794,5.0
469,1374,5.0
455,605,4.0
596,3552,4.0
636,3421,4.0
430,3186,4.5
140,2483,4.0
655,69951,3.0
438,972,3.5
349,1256,2.5
373,2424,5.0
284,7569,5.0
379,318,5.0
366,1242,4.0
400,130520,5.0
591,2724,1.0
307,1042,5.0
130,33166,3.5
446,110,4.5
55,4857,4.0
190,7981,3.5
366,998,3.0
232,1235,4.0
594,2288,3.0
447,1080,3.0
291,1438,2.0
51,2206,5.0
270,54286,4.0
502,3526,4.5
438,19,3.0
21,3905,2.0
598,6666,4.5
345,34,5.0
438,2949,5.0
693,74510,3.5
358,3578,4.0
697,34405,3.5
544,597,3.0
463,2918,4.5
506,1234,4.0
526,27831,2.5
264,5266,3.5
405,1208,5.0
130,1213,3.0
458,69406,2.0
574,4902,3.0
664,1635,4.0
119,901,5.0
619,353,4.5
309,1250,5.0
355,1580,2.0
550,3110,1.0
125,520,3.0
157,2294,5.0
323,4270,4.0
698,1588,2.0
131,3994,4.5
100,5334,3.0
143,4563,3.0
228,2687,4.0
538,5291,4.0
549,110,5.0
256,410,3.0
615,904,5.0
555,1370,4.0
686,586,2.5
125,1220,5.0
456,27839,4.0
272,5293,4.0
459,6539,3.5
228,1907,4.0
598,951,4.0
8,4306,3.5
360,1674,4.0
526,34153,5.0
253,290,5.0
157,338,4.0
102,971,3.0
453,1396,4.5
591,3088,4.0
702,2973,3.0
442,4993,5.0
175,3911,3.0
270,1200,4.5
671,1387,5.0
291,85367,3.5
695,3108,4.0
321,150,4.0
495,52281,5.0
489,140,1.0
306,780,5.0
526,55687,5.0
143,3253,3.5
233,231,1.0
349,7772,3.5
30,428,3.0
140,1258,5.0
185,272,3.0
444,783,3.0
377,3459,3.0
109,1356,5.0
428,765,3.0
168,1927,5.0
506,204,3.0
663,1206,4.5
448,585,4.0
708,37739,3.5
695,1967,4.0
282,380,5.0
219,4973,4.5
396,25,3.0
349,2009,3.0
143,4963,3.0
285,3563,0.5
504,648,3.0
195,593,3.5
455,3100,5.0
8,3527,5.0
507,5445,3.0
495,4963,3.5
695,1777,4.0
438,265,4.0
6,4014,4.0
431,6874,4.0
259,1408,3.0
546,3406,3.0
591,6620,3.0
293,2333,3.0
225,65682,4.0
643,1208,2.5
366,2987,4.0
231,1022,4.0
249,89745,4.0
697,7324,4.5
506,2409,4.0
27,480,4.0
682,3577,3.0
298,1018,2.0
615,858,5.0
494,3994,2.0
349,5077,3.0
567,33166,2.5
330,61160,4.0
438,1104,5.0
380,387,3.0
172,527,5.0
451,515,4.0
707,185,3.5
296,1527,3.0
350,48385,3.0
51,94410,5.0
449,44788,3.5
671,1274,5.0
151,434,5.0
146,3578,3.0
211,1200,5.0
8,5500,4.0
538,71135,4.0
185,56941,1.0
704,303,4.0
223,3468,4.0
345,2302,4.0
596,4995,4.5
535,3108,2.0
547,3396,2.5
495,1334,4.5
70,2109,5.0
125,1096,3.0
631,1208,4.5
366,707,4.0
530,180,4.0
595,3755,3.0
615,1090,3.0
255,1035,5.0
572,1197,4.0
168,28,5.0
456,8464,3.0
342,2987,3.5
143,924,2.5
407,79702,4.0
438,26521,3.0
349,1234,4.0
238,4995,5.0
475,5679,4.0
431,434,3.5
188,1228,5.0
130,3785,1.0
589,33903,4.5
264,27003,0.5
19,2649,4.0
329,3466,3.0
438,33495,3.0
38,316,4.5
30,1957,2.0
686,356,4.0
46,2076,3.5
455,1587,3.0
8,53322,3.5
51,79132,5.0
98,1440,3.0
456,2355,4.0
227,2571,4.0
51,8360,5.0
6,48385,4.0
185,1509,4.0
455,477,5.0
685,6874,4.5
591,3635,3.0
185,33794,4.0
6,3147,3.5
9,2502,3.0
289,1288,3.0
130,6534,1.5
98,2793,0.5
490,648,4.0
600,5439,4.0
437,4979,4.5
600,3819,5.0
99,6196,3.0
455,861,3.0
494,2640,5.0
700,432,3.0
680,59725,4.0
102,3255,3.0
653,1278,3.5
506,7560,3.5
540,3317,1.0
143,416,2.0
51,5312,5.0
64,377,3.0
72,1353,4.0
247,3973,2.0
438,3172,3.5
600,26116,3.0
400,65435,4.5
207,72998,4.0
385,3440,4.0
100,3107,4.0
417,51540,5.0
90,30707,4.0
375,318,5.0
438,2857,4.0
469,990,3.0
262,1759,4.0
629,967,3.0
456,3252,5.0
506,1219,4.0
148,1193,4.0
705,265,5.0
5,5231,4.0
636,4125,0.5
185,4787,3.0
438,4159,3.0
349,45666,3.5
669,31,4.0
130,2378,2.0
149,592,3.0
349,7618,3.5
76,51662,2.0
264,33085,3.5
159,56145,4.0
544,3147,5.0
457,3428,3.0
580,1172,4.0
630,111,3.0
419,1721,5.0
56,3160,5.0
472,4995,3.5
383,78039,4.0
39,785,4.5
468,1968,2.0
225,7153,4.5
38,1327,3.5
269,1580,5.0
475,2908,4.5
620,3,3.0
223,364,4.0
526,27904,4.5
285,5816,3.5
544,22,5.0
167,117851,3.0
51,965,5.0
349,733,4.0
624,162,5.0
564,3972,4.0
653,1945,5.0
449,5445,4.0
291,1591,2.0
482,553,3.0
315,4034,5.0
168,1527,5.0
644,1291,3.0
233,1721,1.0
680,30707,4.5
184,3948,3.0
46,1247,4.0
90,8810,1.5
508,586,4.0
46,5893,4.0
263,3752,2.0
573,2371,4.0
663,5385,4.0
38,39,3.5
671,4886,3.5
355,1409,3.0
422,3824,1.0
176,3701,3.0
199,356,5.0
664,2581,4.0
349,2455,3.0
173,405,3.0
124,2628,4.0
143,2431,3.5
712,3093,5.0
132,132,5.0
584,150,4.0
462,1210,5.0
242,2028,3.5
176,52,3.0
543,265,5.0
275,6163,5.0
386,112138,3.0
201,3751,4.0
506,481,4.0
195,26133,4.0
698,303,3.0
580,1208,5.0
705,203,2.0
505,6323,3.0
526,51063,3.0
685,3948,3.0
397,912,5.0
695,1394,4.0
558,109487,5.0
85,56757,5.0
125,1446,4.0
438,1701,2.0
653,2248,4.0
68,587,3.0
159,3328,4.0
697,6383,1.5
567,54286,5.0
57,1387,4.0
48,1279,5.0
143,77866,2.0
637,2076,4.0
232,610,4.0
56,457,4.5
538,53972,3.5
387,508,4.0
524,608,3.0
649,256,2.5
596,266,2.0
391,608,4.0
74,49274,3.0
95,253,4.0
120,780,3.0
474,3046,4.0
583,3274,3.0
438,4818,2.5
544,2502,5.0
718,50872,4.5
512,610,5.0
349,4432,3.5
704,1196,5.0
539,2915,5.0
431,592,3.5
51,44427,3.0
143,8951,4.5
658,480,5.0
448,628,5.0
244,293,4.5
212,471,3.0
285,1293,4.0
452,16,4.0
649,783,4.0
56,590,3.5
643,2115,3.0
349,7055,4.0
